Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL3342875,,0,446.59,0,2.53,31,CCCCNC(=O)N1CCC2(CC1)OCC(CN1CCN(c3ccccc3OC)CC1)O2,Ki,'=',239.88,nM,6.62,,,UO_0000065,14.82,0.28,4.09,9.95,FALSE,CHEMBL3390431,Displacement of [3H]prazosin from human recombinant alpha1B adrenoceptor expressed in CHO cells after 30 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351355,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308072,
CHEMBL3104091,,0,288.39,0,3.72,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1800285,,0,388.43,0,2.45,None,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,Inhibition,'=',6.68,%,,,Not Active,UO_0000187,,,,,FALSE,CHEMBL4507829,GPCRScan assay: inhibition of Alpha1B,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Parental cells: stable HEK | PMID: 7780636/1687370 | Protein length: full-length | Radioligand conc. used [nM]: 0.3 â__ 1.0 | Radioligand Kd None 0.58 nM | Radioligand name: [3H]-Prazosin | Radioligand pKd None 9.23 None | Radioligand pKd _± SEM None 0.29 None | Reference ligand: Prazosin | Reference ligand Ki None 0.88 nM | Reference ligand pKi None 9.05 None | Reference ligand pKi  _± SEM None 0.03 None,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4507295,54,Donated Chemical Probes - SGC Frankfurt,,,None,Compound concentration None 10.0 uM
CHEMBL4093612,,0,539.53,2,5.45,None,COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,Inhibition,'=',48.99,%,,,Not Active,UO_0000187,,,,,FALSE,CHEMBL4507829,GPCRScan assay: inhibition of Alpha1B,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Parental cells: stable HEK | PMID: 7780636/1687370 | Protein length: full-length | Radioligand conc. used [nM]: 0.3 â__ 1.0 | Radioligand Kd None 0.58 nM | Radioligand name: [3H]-Prazosin | Radioligand pKd None 9.23 None | Radioligand pKd _± SEM None 0.29 None | Reference ligand: Prazosin | Reference ligand Ki None 0.88 nM | Reference ligand pKi None 9.05 None | Reference ligand pKi  _± SEM None 0.03 None,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4507262,54,Donated Chemical Probes - SGC Frankfurt,,,None,Compound concentration None 10.0 uM
CHEMBL4546802,,0,437.24,1,5.07,None,Cn1cc(Cl)c2c(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)ccnc21,Inhibition,'=',18.31,%,,,Not Active,UO_0000187,,,,,FALSE,CHEMBL4507829,GPCRScan assay: inhibition of Alpha1B,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Parental cells: stable HEK | PMID: 7780636/1687370 | Protein length: full-length | Radioligand conc. used [nM]: 0.3 â__ 1.0 | Radioligand Kd None 0.58 nM | Radioligand name: [3H]-Prazosin | Radioligand pKd None 9.23 None | Radioligand pKd _± SEM None 0.29 None | Reference ligand: Prazosin | Reference ligand Ki None 0.88 nM | Reference ligand pKi None 9.05 None | Reference ligand pKi  _± SEM None 0.03 None,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4507274,54,Donated Chemical Probes - SGC Frankfurt,,,None,Compound concentration None 10.0 uM
CHEMBL31354,WAY-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4520788,,0,448.59,1,5.58,None,CNCc1ccccc1-c1csc([C@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1,Inhibition,'=',94.74,%,,,Active,UO_0000187,,,,,FALSE,CHEMBL4507829,GPCRScan assay: inhibition of Alpha1B,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Parental cells: stable HEK | PMID: 7780636/1687370 | Protein length: full-length | Radioligand conc. used [nM]: 0.3 â__ 1.0 | Radioligand Kd None 0.58 nM | Radioligand name: [3H]-Prazosin | Radioligand pKd None 9.23 None | Radioligand pKd _± SEM None 0.29 None | Reference ligand: Prazosin | Reference ligand Ki None 0.88 nM | Reference ligand pKi None 9.05 None | Reference ligand pKi  _± SEM None 0.03 None,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4507273,54,Donated Chemical Probes - SGC Frankfurt,,,None,Compound concentration None 10.0 uM
CHEMBL2170610,,0,356.35,0,2.05,None,CC(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,Inhibition,'=',-15.57,%,,Outside typical range,Not Active,UO_0000187,,,,,FALSE,CHEMBL4507829,GPCRScan assay: inhibition of Alpha1B,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Parental cells: stable HEK | PMID: 7780636/1687370 | Protein length: full-length | Radioligand conc. used [nM]: 0.3 â__ 1.0 | Radioligand Kd None 0.58 nM | Radioligand name: [3H]-Prazosin | Radioligand pKd None 9.23 None | Radioligand pKd _± SEM None 0.29 None | Reference ligand: Prazosin | Reference ligand Ki None 0.88 nM | Reference ligand pKi None 9.05 None | Reference ligand pKi  _± SEM None 0.03 None,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4507279,54,Donated Chemical Probes - SGC Frankfurt,,,None,Compound concentration None 10.0 uM
CHEMBL543741,,0,458.43,0,2.53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL330401,,0,682.82,1,3.87,20,COc1ccc(C2(c3ccccc3)CCN(CCCNC(=O)C3=C(COCCN)NC(C)=C(C(N)=O)C3c3ccc([N+](=O)[O-])cc3)CC2)cc1,Ki,'=',479,nM,6.32,,,UO_0000065,9.26,0.17,2.45,3.61,FALSE,CHEMBL643868,Binding affinity against human Alpha-1b adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132000,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL287935,,0,421.49,0,4.25,2,COc1cccc(OC)c1OCCNC[C@H]1Oc2ccccc2O[C@@H]1c1ccccc1,pKb,'=',5.55,,,,,,,,,,FALSE,CHEMBL649210,Antagonist affinity was expressed as apparent pKb at Alpha-1B adrenergic receptor on isolated Guinea pig spleen (Alpha-1B),F,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559722,Spleen,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132324,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL17851,,0,255.32,0,1.5,9k,Cn1nccc1-c1ccccc1NCC1=NCCN1,Max response,'=',0,%,,,,UO_0000187,,,,,FALSE,CHEMBL652786,Maximal response assayed via calcium mobilization to human alpha-1B adrenergic receptor compared to percent of the 40 mM phenylephrine response.,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145766,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2003,None,
CHEMBL417999,,0,269.35,0,1.98,9q,CCn1ccc(-c2ccccc2NCC2=NCCN2)n1,Max response,'=',0,%,,,,UO_0000187,,,,,FALSE,CHEMBL652786,Maximal response assayed via calcium mobilization to human alpha-1B adrenergic receptor compared to percent of the 40 mM phenylephrine response.,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145766,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2003,None,
CHEMBL3926412,,0,572.79,2,5.82,18a,CCc1cc(N2CCN(CCc3ccc(OCCCN4CCCCCC4)cc3)CC2)c2nc(CCC(=O)O)ccc2c1,Ki,'>',1995.26,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3870965,Antagonist activity at adrenergic alpha1B receptor (unknown origin) expressed in Rat1 cells assessed as inhibition of phenylephrine-induced Ca2+ flux preincubated for 30 mins followed by phenylephrine addition by Fluo-4-AM-dye based FLIPR assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Rat1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3870336,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL3307665,
CHEMBL3907368,,0,544.74,2,5.26,12i,O=C(O)CCc1cnc2c(N3CCN(CCc4ccc(OCCCN5CCCCCC5)cc4)CC3)cccc2c1,Ki,'>',1995.26,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3870965,Antagonist activity at adrenergic alpha1B receptor (unknown origin) expressed in Rat1 cells assessed as inhibition of phenylephrine-induced Ca2+ flux preincubated for 30 mins followed by phenylephrine addition by Fluo-4-AM-dye based FLIPR assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Rat1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3870336,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL3307665,
CHEMBL3633757,,0,494.39,1,5.52,8k,COc1cc2c3c(c1OCc1ccc(Br)cc1)-c1cc4c(cc1CC3N(C)CC2)OCO4,Inhibition,'<',50,%,,,,UO_0000187,,,,,FALSE,CHEMBL3636011,Displacement of [3H]-Prazosin from recombinant human adrenergic alpha1B receptor at 10 uM after 1.5 hrs by Microbeta scintillation counting analysis relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3632459,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL145072,,0,618.61,1,2.26,47,COCC1=C(C(=O)OC)C(c2cc(F)c(F)cc2F)N(C(=O)NCCCN2CCN(c3ccccc3C(N)=O)CC2)C(=O)N1,Ki,'=',130,nM,6.89,,,UO_0000065,11.13,0.21,4.63,4.7,FALSE,CHEMBL651991,In vitro binding affinity against Alpha-1B adrenergic receptor of human liver microsomes.,B,BAO_0000221,tissue-based format,None,CHEMBL3559723,Liver,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132478,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL1946777,,0,520.58,0,4.13,1c,COc1ccccc1N1CCN(CC2COC(c3ccccc3)(c3ccccc3)O2)CC1.O=C(O)C(=O)O,Ki,'=',6.761,nM,8.17,,,UO_0000065,18.98,0.35,4.04,23.91,FALSE,CHEMBL1948475,Displacement of [3H]prazosin from human recombinant alpha1B adrenoceptor expressed in CHO cells after 30 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1944594,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3308072,
CHEMBL55655,,0,434.92,0,3.08,83,O=C1CC2(CCCC2)CC(=O)N1CCN1CCN(c2cc([N+](=O)[O-])ccc2Cl)CC1,Ki,'=',812.58,nM,6.09,,,UO_0000065,14,0.28,3.01,7,FALSE,CHEMBL649207,Binding affinity constant against alpha-1B adrenergic receptor of guinea pig spleen,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559722,Spleen,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149137,1,Scientific Literature,J. Med. Chem.,2004,None,
CHEMBL199077,,0,481.59,1,5.12,18,COc1cccc(OC)c1OCCNCCOc1ccccc1OCc1ccc(OC(C)C)cc1,Log Ki,,,,,,Not Determined,,,,,,FALSE,CHEMBL868697,Displacement of [3H]prazosin from cloned human ADRA1B expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141864,1,Scientific Literature,J. Med. Chem.,2005,CHEMBL3308072,
CHEMBL71001,,0,283.35,0,0.51,32,COc1ccc(S(C)(=O)=O)c(NCC2=NCCN2)c1,Max,,,,,,Not Determined,,,,,,FALSE,CHEMBL652789,Efficacy as % of the maximal effect observed for nonselective agonist phenylephrine in rat-1 fibroblasts expressing human Alpha-1B adrenergic receptor; ND is No Data,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135421,1,Scientific Literature,J. Med. Chem.,2002,None,
CHEMBL3809500,,0,439.6,0,3.06,14e,Cc1cc(C)c(OCCNC(C)Cc2cc3c(c(C(N)=O)c2)N(CCCO)CC3)c(C)c1,IC50,'=',3139,nM,5.5,,,UO_0000065,12.52,0.23,2.44,6.27,FALSE,CHEMBL3812084,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3808304,1,Scientific Literature,J. Med. Chem.,2016,CHEMBL3307715,
CHEMBL4528183,,0,449.55,0,4.03,12,COc1cccc(OC)c1OCCNCC1OCCOC1(c1ccccc1)c1ccccc1,Ki,'>',1000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4391913,Displacement of [3H]Prazosin from human recombinant alpha 1B adrenergic receptor expressed in CHO cells incubated for 30 mins by radioligand competition binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4390666,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308072,
CHEMBL4546925,,0,398.5,0,3.83,Speciociliatine,CC[C@@H]1CN2CCc3c([nH]c4cccc(OC)c34)[C@H]2C[C@@H]1/C(=C\OC)C(=O)OC,Inhibition,'=',25.2,%,,,,UO_0000187,,,,,FALSE,CHEMBL4380065,Displacement of [3H]prazosin from human recombinant adrenergic alpha-1B receptor expressed in CHO cell membranes at 100 nM incubated for 60 mins relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4376854,1,Scientific Literature,J Med Chem,2020,CHEMBL3308072,
CHEMBL2030631,,0,161.25,0,2.28,32,c1ccc(CN2CCCC2)cc1,Ki,,,,,,Not Determined,,,,,,FALSE,CHEMBL2033357,Inhibition of alpha1B adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2029272,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL4516982,,0,498.47,0,3.8,None,CCOCCn1cc(C(=O)Nc2ccc(-n3nc(-c4cccnc4)cc3C(F)(F)F)cn2)ccc1=O,Inhibition,'=',-16.41,%,,Outside typical range,Not Active,UO_0000187,,,,,FALSE,CHEMBL4507829,GPCRScan assay: inhibition of Alpha1B,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Parental cells: stable HEK | PMID: 7780636/1687370 | Protein length: full-length | Radioligand conc. used [nM]: 0.3 â__ 1.0 | Radioligand Kd None 0.58 nM | Radioligand name: [3H]-Prazosin | Radioligand pKd None 9.23 None | Radioligand pKd _± SEM None 0.29 None | Reference ligand: Prazosin | Reference ligand Ki None 0.88 nM | Reference ligand pKi None 9.05 None | Reference ligand pKi  _± SEM None 0.03 None,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4507283,54,Donated Chemical Probes - SGC Frankfurt,,,None,Compound concentration None 10.0 uM
CHEMBL3898341,,0,600.85,2,6.6,18b,CCCCc1cc(N2CCN(CCc3ccc(OCCCN4CCCCCC4)cc3)CC2)c2nc(CCC(=O)O)ccc2c1,Ki,'=',398.11,nM,6.4,,,UO_0000065,,,,,FALSE,CHEMBL3870965,Antagonist activity at adrenergic alpha1B receptor (unknown origin) expressed in Rat1 cells assessed as inhibition of phenylephrine-induced Ca2+ flux preincubated for 30 mins followed by phenylephrine addition by Fluo-4-AM-dye based FLIPR assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Rat1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3870336,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL3307665,
CHEMBL2234448,,0,346.47,0,2.89,1,COc1ccccc1N1CCN(CC2COC3(CCCCC3)O2)CC1,Ki,'=',125.89,nM,6.9,,,UO_0000065,19.92,0.38,4.01,20.19,FALSE,CHEMBL3878027,Displacement of [3H]prazosin from recombinant human alpha1b adrenergic receptor expressed in CHO cell membranes after 30 mins by TopCount liquid scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3877267,1,Scientific Literature,Eur J Med Chem,2017,CHEMBL3308072,
CHEMBL2030634,,0,167.3,0,2.66,36,C1CCC(CN2CCCC2)CC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,FALSE,CHEMBL2033761,Inhibition of alpha1B adrenergic receptor at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2029272,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL2220978,,0,340.42,0,2.79,1; LASSBio 772,COc1ccccc1N1CCN(CCc2ccc3c(c2)OCO3)CC1,Ki,'=',5.248,nM,8.28,,,UO_0000065,,,,,FALSE,CHEMBL3867648,Displacement of [3H]prazosin from human alpha1B-adrenoceptor expressed in CHO cell membranes measured after 30 mins,A,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3867431,1,Scientific Literature,Eur J Med Chem,2016,CHEMBL3308072,
CHEMBL440687,,0,293.37,0,2.28,None,c1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1,Inhibition,'=',23.45,%,,,Not Active,UO_0000187,,,,,FALSE,CHEMBL4507829,GPCRScan assay: inhibition of Alpha1B,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Parental cells: stable HEK | PMID: 7780636/1687370 | Protein length: full-length | Radioligand conc. used [nM]: 0.3 â__ 1.0 | Radioligand Kd None 0.58 nM | Radioligand name: [3H]-Prazosin | Radioligand pKd None 9.23 None | Radioligand pKd _± SEM None 0.29 None | Reference ligand: Prazosin | Reference ligand Ki None 0.88 nM | Reference ligand pKi None 9.05 None | Reference ligand pKi  _± SEM None 0.03 None,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4507260,54,Donated Chemical Probes - SGC Frankfurt,,,None,Compound concentration None 10.0 uM
CHEMBL3342868,,0,522.07,1,3.07,24,COc1ccccc1N1CCN(CC2COC3(CCN(S(=O)(=O)c4ccc(Cl)cc4)CC3)O2)CC1,Ki,'=',69.18,nM,7.16,,,UO_0000065,13.71,0.28,4.09,10.01,FALSE,CHEMBL3390431,Displacement of [3H]prazosin from human recombinant alpha1B adrenoceptor expressed in CHO cells after 30 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351355,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308072,
CHEMBL4533479,,0,558.68,2,5.81,None,CCCOc1ccc([C@@H]2[C@@H](C(=O)O)[C@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(CC)cccc2CC)cc1,% Inhibition of Control Specific Binding (Mean n=2),'=',3.1,%,,,,UO_0000187,,,,,FALSE,CHEMBL4508464,Alpha1B (h) Eurofins-Cerep binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Assay protocol publication: PMID: 9249248 | Detection method: Scintillation counting | Incubation temperature: RT | Incubation time: 60 min | Ligand: [3H]prazosin | Ligand concentration None 0.15 nM | Ligand Kd None 0.055 nM | Non specific ligand: phentolamine (10 uM) | Radioligand type: antagonist | Reference compound: prazosin | reference compound EC50 None 0.21 nM | reference compound Ki None 0.055 nM | Source of protein: human recombinant (CHO cells),,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4507261,54,Donated Chemical Probes - SGC Frankfurt,,,None,Compound concentration None 10.0 uM
CHEMBL532818,,0,374.44,0,4.32,7,COc1cccc2c(NCCNc3ccnc4c(OC)cccc34)ccnc12,Ki,'=',323.59,nM,6.49,,,UO_0000065,17.33,0.32,2.17,9.5,FALSE,CHEMBL3387784,Displacement of [3H]-prazosin from human alpha1B adrenergic receptor transfected in COS1 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351724,1,Scientific Literature,Bioorg. Med. Chem.,2014,CHEMBL3308351,
CHEMBL3343982,,0,412.58,1,6.87,10,Cc1ccc2c(NCCCCCCCNc3ccnc4cc(C)ccc34)ccnc2c1,Ki,'=',51,nM,7.29,,,UO_0000065,17.68,0.32,0.42,14.63,FALSE,CHEMBL3387785,Binding affinity to human alpha1B adrenergic receptor transfected in COS1 cells assessed as compound required to occupy 50% of receptor,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351724,1,Scientific Literature,Bioorg. Med. Chem.,2014,CHEMBL3308351,
CHEMBL4580139,,0,313.4,0,2.81,7b,c1ccc(OCCNC[C@H]2OCCO[C@H]2c2ccccc2)cc1,Ki,'>',1000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4391913,Displacement of [3H]Prazosin from human recombinant alpha 1B adrenergic receptor expressed in CHO cells incubated for 30 mins by radioligand competition binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4390666,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308072,
CHEMBL4444133,,0,389.5,0,4.01,10,c1ccc(OCCNCC2OCCOC2(c2ccccc2)c2ccccc2)cc1,Ki,'>',1000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4391913,Displacement of [3H]Prazosin from human recombinant alpha 1B adrenergic receptor expressed in CHO cells incubated for 30 mins by radioligand competition binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4390666,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308072,
CHEMBL4532510,,0,None,None,None,None,,Inhibition,'=',17.25,%,,,Not Active,UO_0000187,,,,,FALSE,CHEMBL4507829,GPCRScan assay: inhibition of Alpha1B,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Parental cells: stable HEK | PMID: 7780636/1687370 | Protein length: full-length | Radioligand conc. used [nM]: 0.3 â__ 1.0 | Radioligand Kd None 0.58 nM | Radioligand name: [3H]-Prazosin | Radioligand pKd None 9.23 None | Radioligand pKd _± SEM None 0.29 None | Reference ligand: Prazosin | Reference ligand Ki None 0.88 nM | Reference ligand pKi None 9.05 None | Reference ligand pKi  _± SEM None 0.03 None,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4507304,54,Donated Chemical Probes - SGC Frankfurt,,,None,Compound concentration None 10.0 uM
CHEMBL4530401,,0,505.56,2,6.37,None,Cc1ccc(-c2cnc([C@@]3(O)CC[C@H](C(=O)O)C(C)(C)C3)s2)cc1Nc1cccc(C(F)(F)F)n1,Inhibition,'=',7.896,%,,,Not Active,UO_0000187,,,,,FALSE,CHEMBL4507829,GPCRScan assay: inhibition of Alpha1B,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Parental cells: stable HEK | PMID: 7780636/1687370 | Protein length: full-length | Radioligand conc. used [nM]: 0.3 â__ 1.0 | Radioligand Kd None 0.58 nM | Radioligand name: [3H]-Prazosin | Radioligand pKd None 9.23 None | Radioligand pKd _± SEM None 0.29 None | Reference ligand: Prazosin | Reference ligand Ki None 0.88 nM | Reference ligand pKi None 9.05 None | Reference ligand pKi  _± SEM None 0.03 None,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4507285,54,Donated Chemical Probes - SGC Frankfurt,,,None,Compound concentration None 10.0 uM
CHEMBL4522773,,0,385.86,0,4.94,None,CC1=C(C#N)[C@@H](c2ccc3[nH]nc(C)c3c2)C(C#N)=C(c2ccc(Cl)cc2)N1,Inhibition,'=',21.66,%,,,Not Active,UO_0000187,,,,,FALSE,CHEMBL4507829,GPCRScan assay: inhibition of Alpha1B,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Parental cells: stable HEK | PMID: 7780636/1687370 | Protein length: full-length | Radioligand conc. used [nM]: 0.3 â__ 1.0 | Radioligand Kd None 0.58 nM | Radioligand name: [3H]-Prazosin | Radioligand pKd None 9.23 None | Radioligand pKd _± SEM None 0.29 None | Reference ligand: Prazosin | Reference ligand Ki None 0.88 nM | Reference ligand pKi None 9.05 None | Reference ligand pKi  _± SEM None 0.03 None,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4507263,54,Donated Chemical Probes - SGC Frankfurt,,,None,Compound concentration None 10.0 uM
CHEMBL479683,,0,266.3,0,3.28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
